COUNTY,TODAYS_DATE,HOSPITALIZED_COVID_CONFIRMED_PATIENTS,HOSPITALIZED_SUSPECTED_COVID_PATIENTS,HOSPITALIZED_COVID_PATIENTS,ALL_HOSPITAL_BEDS,ICU_COVID_CONFIRMED_PATIENTS,ICU_SUSPECTED_COVID_PATIENTS,ICU_AVAILABLE_BEDS
Mariposa,2021-06-02,0,0,0,14,0,0,0
Tulare,2021-06-02,12,2,14,672,1,0,22
Mono,2021-06-02,0,0,0,17,0,0,2
Solano,2021-06-02,23,9,32,577,4,0,20
Riverside,2021-06-02,37,19,56,3243,10,2,124
Placer,2021-06-02,30,12,42,801,4,3,22
Tuolumne,2021-06-02,1,0,1,72,1,0,3
Butte,2021-06-02,6,0,6,451,1,0,5
San Mateo,2021-06-02,10,7,17,696,3,1,17
Del Norte,2021-06-02,2,0,2,53,0,0,2
Stanislaus,2021-06-02,68,12,80,1305,13,3,38
Glenn,2021-06-02,0,0,0,47,0,0,0
Colusa,2021-06-02,0,0,0,48,0,0,5
Orange,2021-06-02,60,12,72,5761,16,1,265
San Bernardino,2021-06-02,57,15,72,3536,17,2,155
Madera,2021-06-02,1,7,8,279,0,0,4
Monterey,2021-06-02,5,0,5,716,1,0,20
Shasta,2021-06-02,18,0,18,567,6,0,21
Kern,2021-06-02,39,9,48,1132,10,0,48
Marin,2021-06-02,2,2,4,324,1,1,13
Calaveras,2021-06-02,0,0,0,33,0,0,8
San Benito,2021-06-02,0,0,0,25,0,0,1
Napa,2021-06-02,2,0,2,208,2,0,3
San Diego,2021-06-02,96,6,102,6477,36,0,264
Nevada,2021-06-02,3,0,3,119,0,0,3
Lake,2021-06-02,0,0,0,64,0,0,3
Tehama,2021-06-02,5,0,5,59,0,0,0
Modoc,2021-06-02,0,0,0,12,0,0,0
Sacramento,2021-06-02,74,13,87,2591,18,0,100
Trinity,2021-06-02,0,0,0,25,0,0,0
San Francisco,2021-06-02,11,3,14,2158,6,0,95
Lassen,2021-06-02,1,0,1,25,0,0,0
Amador,2021-06-02,2,0,2,53,1,0,1
Alameda,2021-06-02,36,23,59,2504,10,5,106
Los Angeles,2021-06-02,253,75,328,19093,43,10,686
Kings,2021-06-02,4,0,4,108,1,0,3
Sonoma,2021-06-02,9,0,9,664,2,0,15
Mendocino,2021-06-02,7,0,7,95,6,0,3
Inyo,2021-06-02,0,0,0,29,0,0,1
Sutter,2021-06-02,0,0,0,14,0,0,0
Contra Costa,2021-06-02,31,8,39,1298,8,0,41
Yolo,2021-06-02,3,0,3,130,0,0,3
Santa Barbara,2021-06-02,9,0,9,603,3,0,34
Merced,2021-06-02,7,0,7,271,5,0,8
Humboldt,2021-06-02,7,5,12,268,2,1,6
Santa Cruz,2021-06-02,1,0,1,372,0,0,8
San Luis Obispo,2021-06-02,3,0,3,460,0,0,24
Siskiyou,2021-06-02,2,0,2,56,1,0,3
Imperial,2021-06-02,6,0,6,236,0,0,6
Plumas,2021-06-02,0,0,0,35,0,0,0
Fresno,2021-06-02,43,14,57,1532,9,2,23
Ventura,2021-06-02,18,9,27,1132,3,1,41
Yuba,2021-06-02,7,0,7,261,1,0,3
San Joaquin,2021-06-02,23,3,26,879,8,1,11
Santa Clara,2021-06-02,44,16,60,3008,13,1,74
San Luis Obispo,2021-06-03,3,0,3,460,0,0,26
Lake,2021-06-03,0,0,0,64,0,0,3
Kings,2021-06-03,5,0,5,98,1,0,3
San Bernardino,2021-06-03,55,8,63,3507,14,2,147
Calaveras,2021-06-03,0,0,0,33,0,0,8
Tulare,2021-06-03,11,3,14,673,1,0,22
Humboldt,2021-06-03,8,3,11,274,2,1,6
Tuolumne,2021-06-03,0,0,0,72,0,0,2
Mono,2021-06-03,0,0,0,17,0,0,2
Nevada,2021-06-03,3,0,3,121,0,0,3
Yolo,2021-06-03,1,0,1,128,1,0,2
Orange,2021-06-03,59,15,74,5828,13,2,270
Tehama,2021-06-03,5,0,5,59,1,0,2
San Mateo,2021-06-03,11,10,21,704,2,0,19
Trinity,2021-06-03,0,0,0,25,0,0,0
Colusa,2021-06-03,0,0,0,48,0,0,5
Mariposa,2021-06-03,0,0,0,14,0,0,0
San Diego,2021-06-03,93,6,99,6486,33,2,267
San Francisco,2021-06-03,9,5,14,2162,6,0,90
Butte,2021-06-03,9,0,9,451,2,0,7
Santa Cruz,2021-06-03,1,0,1,372,0,0,11
San Joaquin,2021-06-03,31,8,39,889,11,2,5
El Dorado,2021-06-03,4,0,4,190,3,0,0
Solano,2021-06-03,22,10,32,560,4,2,19
Sacramento,2021-06-03,75,11,86,2584,16,0,81
Yuba,2021-06-03,9,0,9,261,1,0,1
Alameda,2021-06-03,34,24,58,2493,9,5,110
Modoc,2021-06-03,0,0,0,12,0,0,0
Mendocino,2021-06-03,7,0,7,93,5,0,2
Del Norte,2021-06-03,3,0,3,53,1,0,0
Madera,2021-06-03,1,7,8,279,0,0,5
Glenn,2021-06-03,0,0,0,47,0,0,0
Siskiyou,2021-06-03,0,0,0,56,1,0,4
Marin,2021-06-03,2,3,5,320,1,1,14
Riverside,2021-06-03,31,16,47,3256,7,4,114
Kern,2021-06-03,38,5,43,1163,8,0,55
Los Angeles,2021-06-03,263,73,336,19186,43,6,670
Sonoma,2021-06-03,10,2,12,655,1,0,22
Merced,2021-06-03,8,0,8,271,5,0,7
Monterey,2021-06-03,4,1,5,716,1,0,24
Stanislaus,2021-06-03,65,12,77,1305,14,1,36
Ventura,2021-06-03,14,6,20,1106,3,1,50
Fresno,2021-06-03,40,10,50,1554,11,2,22
Lassen,2021-06-03,1,0,1,25,0,0,0
Imperial,2021-06-03,3,0,3,236,1,0,8
Shasta,2021-06-03,16,0,16,567,6,0,17
Placer,2021-06-03,26,12,38,799,5,0,18
Contra Costa,2021-06-03,30,11,41,1293,8,1,39
Napa,2021-06-03,2,0,2,206,2,0,3
Santa Clara,2021-06-03,39,14,53,3057,14,4,60
Santa Barbara,2021-06-03,10,0,10,603,2,0,31
Sutter,2021-06-03,0,0,0,14,0,0,0
Amador,2021-06-03,1,0,1,53,1,0,0
Inyo,2021-06-03,0,0,0,29,0,0,2
San Benito,2021-06-03,0,0,0,25,0,0,0
Plumas,2021-06-03,0,0,0,35,0,0,0
Contra Costa,2021-06-04,27,5,32,1306,7,1,39
Tuolumne,2021-06-04,1,0,1,72,0,0,4
Siskiyou,2021-06-04,1,0,1,56,1,0,4
Santa Barbara,2021-06-04,9,0,9,603,2,0,36
Sutter,2021-06-04,0,0,0,14,0,0,0
Santa Cruz,2021-06-04,1,0,1,372,0,0,8
Napa,2021-06-04,3,0,3,211,3,0,1
Alameda,2021-06-04,30,28,58,2475,7,7,121
Kings,2021-06-04,5,0,5,98,1,0,2
Madera,2021-06-04,1,14,15,279,0,0,6
Marin,2021-06-04,2,5,7,318,1,1,15
Humboldt,2021-06-04,7,9,16,274,2,1,9
Orange,2021-06-04,61,14,75,5830,13,1,260
Inyo,2021-06-04,1,0,1,29,0,0,2
Santa Clara,2021-06-04,39,16,55,3063,12,1,57
Monterey,2021-06-04,4,0,4,724,1,0,25
Shasta,2021-06-04,18,0,18,567,6,0,12
Fresno,2021-06-04,50,10,60,1559,8,1,16
Mendocino,2021-06-04,4,0,4,92,3,0,3
Merced,2021-06-04,9,0,9,271,5,0,8
Amador,2021-06-04,1,0,1,53,1,0,2
Los Angeles,2021-06-04,259,97,356,19159,40,8,610
Mariposa,2021-06-04,0,0,0,14,0,0,0
Butte,2021-06-04,8,0,8,451,1,0,6
San Mateo,2021-06-04,11,9,20,726,2,1,23
Plumas,2021-06-04,0,0,0,35,0,0,0
Lake,2021-06-04,1,0,1,64,0,0,4
Modoc,2021-06-04,0,0,0,12,0,0,0
Del Norte,2021-06-04,3,0,3,53,1,0,1
Solano,2021-06-04,17,9,26,563,5,1,21
Imperial,2021-06-04,4,0,4,236,1,0,7
San Bernardino,2021-06-04,51,8,59,3519,16,3,142
Sacramento,2021-06-04,68,10,78,2593,17,0,85
Kern,2021-06-04,35,4,39,1155,7,1,49
Ventura,2021-06-04,14,8,22,1117,2,0,58
San Luis Obispo,2021-06-04,4,0,4,460,0,0,23
San Benito,2021-06-04,0,0,0,25,0,0,0
San Diego,2021-06-04,81,13,94,6481,32,3,260
Tulare,2021-06-04,13,4,17,669,1,2,21
Stanislaus,2021-06-04,65,14,79,1300,11,0,42
Colusa,2021-06-04,0,0,0,48,0,0,5
Yolo,2021-06-04,0,0,0,122,0,0,5
Mono,2021-06-04,0,0,0,17,0,0,2
Glenn,2021-06-04,0,0,0,47,0,0,0
San Joaquin,2021-06-04,35,6,41,870,9,1,10
Riverside,2021-06-04,36,23,59,3195,10,4,113
El Dorado,2021-06-04,3,1,4,190,1,1,2
Calaveras,2021-06-04,0,0,0,33,0,0,8
Trinity,2021-06-04,0,0,0,25,0,0,0
Sonoma,2021-06-04,8,1,9,646,1,0,21
Placer,2021-06-04,27,11,38,803,6,1,18
Lassen,2021-06-04,1,0,1,25,0,0,0
Tehama,2021-06-04,5,0,5,59,1,0,1
Nevada,2021-06-04,3,0,3,120,0,0,3
San Francisco,2021-06-04,9,1,10,2164,5,0,85
Yuba,2021-06-04,7,0,7,261,1,0,1
Solano,2021-06-05,15,10,25,564,5,0,22
Kings,2021-06-05,4,0,4,100,1,0,1
Imperial,2021-06-05,4,0,4,236,1,0,6
El Dorado,2021-06-05,5,0,5,190,1,0,4
Siskiyou,2021-06-05,1,0,1,56,1,0,6
Sonoma,2021-06-05,12,2,14,654,1,0,24
Sacramento,2021-06-05,62,14,76,2551,18,3,84
Colusa,2021-06-05,0,0,0,48,0,0,5
Fresno,2021-06-05,47,9,56,1521,7,1,16
San Mateo,2021-06-05,12,6,18,691,1,1,22
Lake,2021-06-05,1,0,1,64,0,0,3
Yolo,2021-06-05,1,0,1,115,0,0,8
Tulare,2021-06-05,9,2,11,653,1,1,22
Santa Clara,2021-06-05,38,14,52,3038,11,2,61
Santa Barbara,2021-06-05,8,0,8,603,1,0,33
Butte,2021-06-05,12,0,12,451,1,0,6
Mariposa,2021-06-05,0,0,0,14,0,0,0
Riverside,2021-06-05,35,17,52,3177,6,3,103
Modoc,2021-06-05,0,0,0,12,0,0,0
Humboldt,2021-06-05,7,8,15,274,2,0,8
Los Angeles,2021-06-05,254,78,332,19081,36,5,612
Calaveras,2021-06-05,0,0,0,33,0,0,8
Trinity,2021-06-05,0,0,0,25,0,0,0
San Bernardino,2021-06-05,54,7,61,3563,15,0,141
Mendocino,2021-06-05,2,0,2,92,2,0,5
Madera,2021-06-05,1,12,13,278,0,1,9
Alameda,2021-06-05,31,27,58,2467,6,7,119
Sutter,2021-06-05,0,0,0,14,0,0,0
Yuba,2021-06-05,9,0,9,261,1,0,1
San Joaquin,2021-06-05,32,6,38,878,9,0,11
San Diego,2021-06-05,83,14,97,6454,35,3,263
Inyo,2021-06-05,1,0,1,29,0,0,2
Glenn,2021-06-05,0,0,0,47,0,0,0
Mono,2021-06-05,0,0,0,17,0,0,0
Tehama,2021-06-05,3,0,3,59,1,0,4
Napa,2021-06-05,3,0,3,210,2,0,2
San Benito,2021-06-05,0,0,0,25,0,0,0
Marin,2021-06-05,2,5,7,322,1,1,15
Stanislaus,2021-06-05,68,8,76,1290,11,1,31
Contra Costa,2021-06-05,30,9,39,1316,8,1,46
Shasta,2021-06-05,16,1,17,567,5,0,17
Amador,2021-06-05,1,0,1,53,1,0,1
Placer,2021-06-05,30,9,39,800,6,1,24
San Luis Obispo,2021-06-05,3,0,3,460,0,0,25
Del Norte,2021-06-05,3,0,3,53,0,0,2
Nevada,2021-06-05,5,0,5,118,0,0,2
Orange,2021-06-05,61,3,64,5874,10,0,257
Lassen,2021-06-05,3,0,3,25,0,0,0
Monterey,2021-06-05,5,0,5,724,1,0,25
Tuolumne,2021-06-05,0,1,1,72,0,0,2
Kern,2021-06-05,34,8,42,1145,6,1,52
San Francisco,2021-06-05,11,0,11,2168,5,0,93
Plumas,2021-06-05,0,0,0,35,0,0,0
Santa Cruz,2021-06-05,2,0,2,372,0,0,8
Merced,2021-06-05,0,0,0,41,0,0,3
Ventura,2021-06-05,15,4,19,1140,2,0,54
San Mateo,2021-06-06,10,6,16,671,0,0,25
Yuba,2021-06-06,10,0,10,261,1,0,6
Nevada,2021-06-06,4,0,4,118,0,0,2
Humboldt,2021-06-06,5,4,9,264,1,0,10
Santa Cruz,2021-06-06,4,0,4,372,0,0,7
Yolo,2021-06-06,1,0,1,115,0,0,3
Amador,2021-06-06,1,0,1,53,1,0,0
Imperial,2021-06-06,4,0,4,236,1,0,8
San Luis Obispo,2021-06-06,3,0,3,460,0,0,24
Orange,2021-06-06,64,6,70,5768,7,0,257
Shasta,2021-06-06,14,1,15,567,5,0,21
Modoc,2021-06-06,0,0,0,12,0,0,0
Sutter,2021-06-06,0,0,0,14,0,0,0
Madera,2021-06-06,2,13,15,278,1,2,7
Kings,2021-06-06,4,0,4,95,1,0,1
San Benito,2021-06-06,0,0,0,25,0,0,0
Tulare,2021-06-06,10,3,13,653,0,1,25
Mendocino,2021-06-06,3,0,3,88,2,0,8
Fresno,2021-06-06,51,15,66,1530,8,2,21
Stanislaus,2021-06-06,64,8,72,1302,10,1,32
Plumas,2021-06-06,0,0,0,35,0,0,0
Santa Clara,2021-06-06,40,14,54,2989,11,2,72
Lassen,2021-06-06,3,0,3,25,0,0,0
Glenn,2021-06-06,0,0,0,47,0,0,0
Sonoma,2021-06-06,8,1,9,638,0,0,17
Placer,2021-06-06,34,9,43,798,9,2,21
Ventura,2021-06-06,15,2,17,1137,2,0,56
Trinity,2021-06-06,0,0,0,25,0,0,0
Santa Barbara,2021-06-06,8,0,8,603,1,0,39
Riverside,2021-06-06,32,11,43,3163,5,1,122
Tehama,2021-06-06,3,0,3,59,1,0,4
Merced,2021-06-06,0,0,0,41,0,0,1
Marin,2021-06-06,1,7,8,322,1,2,18
Butte,2021-06-06,10,0,10,451,2,0,7
Mono,2021-06-06,0,0,0,17,0,0,2
Monterey,2021-06-06,5,0,5,724,0,0,28
Kern,2021-06-06,33,10,43,1146,5,1,55
Siskiyou,2021-06-06,1,0,1,56,1,0,6
Tuolumne,2021-06-06,2,0,2,72,0,0,4
San Francisco,2021-06-06,11,1,12,2157,7,0,104
Contra Costa,2021-06-06,30,7,37,1293,10,1,44
Mariposa,2021-06-06,0,0,0,14,0,0,0
Inyo,2021-06-06,1,0,1,29,0,0,2
San Bernardino,2021-06-06,51,10,61,3556,14,0,163
Napa,2021-06-06,2,0,2,200,2,0,5
El Dorado,2021-06-06,4,0,4,190,1,0,5
San Joaquin,2021-06-06,31,6,37,868,9,0,13
Sacramento,2021-06-06,69,17,86,2562,20,3,86
San Diego,2021-06-06,84,21,105,6462,32,4,290
Calaveras,2021-06-06,2,0,2,33,0,0,5
Alameda,2021-06-06,28,23,51,2460,5,5,123
Lake,2021-06-06,0,0,0,64,0,0,3
Los Angeles,2021-06-06,232,61,293,18929,37,4,705
Del Norte,2021-06-06,2,0,2,53,0,0,2
Colusa,2021-06-06,0,0,0,48,0,0,5
Solano,2021-06-06,15,8,23,559,5,1,20
Tuolumne,2021-06-07,2,0,2,72,0,0,2
Sacramento,2021-06-07,65,12,77,2570,22,0,85
Modoc,2021-06-07,0,0,0,12,0,0,0
Ventura,2021-06-07,12,4,16,1119,1,0,59
San Joaquin,2021-06-07,35,7,42,871,12,3,13
Calaveras,2021-06-07,0,0,0,33,0,0,5
Lassen,2021-06-07,4,0,4,25,0,0,0
Sonoma,2021-06-07,7,0,7,635,0,0,15
Imperial,2021-06-07,3,0,3,236,2,0,7
Napa,2021-06-07,3,0,3,202,1,0,6
Amador,2021-06-07,2,0,2,53,2,0,1
Lake,2021-06-07,0,0,0,64,0,0,2
Santa Clara,2021-06-07,43,15,58,2956,12,2,69
Trinity,2021-06-07,0,0,0,25,0,0,0
Madera,2021-06-07,1,12,13,278,0,1,12
Alameda,2021-06-07,27,26,53,2433,4,8,108
Contra Costa,2021-06-07,28,7,35,1296,10,2,46
Mendocino,2021-06-07,4,0,4,91,2,0,5
Orange,2021-06-07,54,11,65,5779,7,2,260
Placer,2021-06-07,34,8,42,796,8,1,25
Sutter,2021-06-07,0,0,0,14,0,0,0
Riverside,2021-06-07,32,18,50,3189,5,1,119
Tulare,2021-06-07,10,3,13,673,0,1,24
Santa Barbara,2021-06-07,9,0,9,603,2,0,34
Mono,2021-06-07,0,0,0,17,0,0,2
Marin,2021-06-07,2,6,8,338,1,2,21
Tehama,2021-06-07,4,0,4,59,2,0,3
El Dorado,2021-06-07,4,0,4,190,0,0,3
Merced,2021-06-07,8,0,8,271,5,0,7
San Bernardino,2021-06-07,49,8,57,3551,14,0,160
Humboldt,2021-06-07,5,4,9,264,1,0,9
San Francisco,2021-06-07,17,4,21,2152,6,2,102
San Benito,2021-06-07,0,0,0,25,0,0,0
Butte,2021-06-07,12,0,12,451,2,0,4
San Diego,2021-06-07,80,12,92,6464,32,2,306
Monterey,2021-06-07,4,0,4,724,0,0,22
Santa Cruz,2021-06-07,4,0,4,372,0,0,6
Yolo,2021-06-07,1,0,1,124,0,0,4
Stanislaus,2021-06-07,59,10,69,1301,9,1,39
Kern,2021-06-07,28,10,38,1133,4,1,54
Plumas,2021-06-07,0,0,0,35,0,0,0
Nevada,2021-06-07,5,0,5,132,1,0,4
Shasta,2021-06-07,16,0,16,567,4,0,25
Inyo,2021-06-07,1,0,1,29,0,0,2
Colusa,2021-06-07,1,0,1,48,0,0,5
Yuba,2021-06-07,11,0,11,261,1,0,11
Del Norte,2021-06-07,2,0,2,54,0,0,1
Los Angeles,2021-06-07,243,57,300,18937,40,5,748
Glenn,2021-06-07,0,0,0,47,0,0,0
Mariposa,2021-06-07,0,0,0,14,0,0,0
Kings,2021-06-07,5,0,5,96,1,0,2
San Luis Obispo,2021-06-07,3,1,4,460,0,0,24
Solano,2021-06-07,14,9,23,554,5,1,15
San Mateo,2021-06-07,7,7,14,664,0,1,26
Fresno,2021-06-07,55,12,67,1546,9,1,20
Siskiyou,2021-06-07,0,0,0,56,1,0,2
Calaveras,2021-06-08,0,0,0,33,0,0,4
Mariposa,2021-06-08,0,0,0,14,0,0,0
San Diego,2021-06-08,83,10,93,6442,28,1,270
Modoc,2021-06-08,0,0,0,12,0,0,0
Shasta,2021-06-08,16,0,16,567,4,0,22
Tehama,2021-06-08,5,0,5,59,2,0,2
Santa Cruz,2021-06-08,4,0,4,372,0,0,7
San Luis Obispo,2021-06-08,4,0,4,460,0,0,23
Kern,2021-06-08,27,9,36,1142,4,1,60
Sonoma,2021-06-08,9,3,12,625,1,1,22
Plumas,2021-06-08,0,0,0,35,0,0,0
Siskiyou,2021-06-08,1,0,1,56,1,0,3
Santa Clara,2021-06-08,44,11,55,3020,14,1,47
Napa,2021-06-08,2,0,2,202,1,0,7
Mono,2021-06-08,0,0,0,17,0,0,2
Imperial,2021-06-08,3,0,3,236,2,0,2
Stanislaus,2021-06-08,62,8,70,1300,12,2,32
El Dorado,2021-06-08,3,0,3,190,0,0,5
Sacramento,2021-06-08,72,14,86,2602,21,0,94
Placer,2021-06-08,35,11,46,795,8,1,21
Fresno,2021-06-08,56,10,66,1537,9,1,26
Monterey,2021-06-08,3,1,4,724,0,0,19
Nevada,2021-06-08,5,0,5,123,1,0,4
Colusa,2021-06-08,1,0,1,48,0,0,5
Santa Barbara,2021-06-08,11,0,11,603,2,0,31
Sutter,2021-06-08,0,0,0,14,0,0,0
Merced,2021-06-08,7,1,8,271,5,0,7
San Francisco,2021-06-08,15,1,16,2161,3,1,102
Orange,2021-06-08,50,7,57,5806,7,0,257
Riverside,2021-06-08,34,21,55,3251,5,4,126
Glenn,2021-06-08,0,0,0,47,0,0,0
Lassen,2021-06-08,3,0,3,25,0,0,0
Madera,2021-06-08,1,12,13,278,0,1,0
Contra Costa,2021-06-08,21,8,29,1312,10,1,33
Lake,2021-06-08,0,0,0,64,0,0,1
Ventura,2021-06-08,15,3,18,1137,1,0,58
Mendocino,2021-06-08,4,0,4,91,2,0,5
Tulare,2021-06-08,10,4,14,672,0,1,23
Kings,2021-06-08,5,0,5,96,1,0,2
Yolo,2021-06-08,0,0,0,125,0,0,4
Trinity,2021-06-08,0,0,0,25,0,0,0
Butte,2021-06-08,11,0,11,451,1,0,7
San Joaquin,2021-06-08,41,8,49,873,11,2,12
Alameda,2021-06-08,20,30,50,2471,4,6,98
Los Angeles,2021-06-08,244,66,310,19047,45,6,715
San Bernardino,2021-06-08,53,14,67,3558,16,5,146
Solano,2021-06-08,16,9,25,546,4,1,19
Del Norte,2021-06-08,2,0,2,53,1,0,0
San Mateo,2021-06-08,9,7,16,675,1,1,27
Tuolumne,2021-06-08,2,0,2,72,0,0,2
Inyo,2021-06-08,1,0,1,29,0,0,2
Amador,2021-06-08,2,0,2,53,2,0,2
Humboldt,2021-06-08,6,0,6,272,1,0,8
Marin,2021-06-08,1,6,7,333,0,2,15
San Benito,2021-06-08,0,0,0,25,0,0,0
Yuba,2021-06-08,11,0,11,261,1,0,11
Mendocino,2021-06-09,5,0,5,91,1,0,5
Nevada,2021-06-09,5,0,5,132,1,0,0
Lake,2021-06-09,0,0,0,64,0,0,2
Yolo,2021-06-09,0,0,0,121,0,0,1
Mono,2021-06-09,0,0,0,17,0,0,2
Santa Cruz,2021-06-09,4,0,4,373,1,0,7
Napa,2021-06-09,3,0,3,205,1,0,3
Contra Costa,2021-06-09,22,7,29,1309,11,1,30
Shasta,2021-06-09,17,0,17,567,5,0,27
San Francisco,2021-06-09,16,5,21,2170,3,1,95
Amador,2021-06-09,2,0,2,53,2,0,0
Mariposa,2021-06-09,0,0,0,14,0,0,0
Yuba,2021-06-09,14,0,14,261,2,0,3
San Diego,2021-06-09,75,12,87,6456,21,0,256
Madera,2021-06-09,4,9,13,278,0,0,2
Merced,2021-06-09,8,1,9,272,5,0,8
Imperial,2021-06-09,3,0,3,236,2,0,2
Del Norte,2021-06-09,2,0,2,53,1,0,0
San Bernardino,2021-06-09,47,16,63,3543,16,3,127
Kern,2021-06-09,25,10,35,1141,5,0,58
Riverside,2021-06-09,32,17,49,3253,6,0,108
Inyo,2021-06-09,1,0,1,29,0,0,2
Butte,2021-06-09,11,0,11,451,2,0,5
Ventura,2021-06-09,15,3,18,1143,2,0,51
San Mateo,2021-06-09,9,8,17,679,1,0,26
Modoc,2021-06-09,0,0,0,12,0,0,0
Plumas,2021-06-09,0,0,0,35,0,0,0
Trinity,2021-06-09,0,0,0,25,0,0,0
Alameda,2021-06-09,25,25,50,2480,5,6,90
Colusa,2021-06-09,1,0,1,48,0,0,5
Humboldt,2021-06-09,5,3,8,264,2,0,10
Tehama,2021-06-09,5,0,5,59,2,0,0
San Benito,2021-06-09,0,0,0,25,0,0,0
Lassen,2021-06-09,3,0,3,25,0,0,0
Sacramento,2021-06-09,63,15,78,2562,19,0,89
Los Angeles,2021-06-09,240,69,309,19197,45,12,680
El Dorado,2021-06-09,3,0,3,190,0,0,4
San Luis Obispo,2021-06-09,4,1,5,460,0,0,14
Placer,2021-06-09,30,10,40,789,8,1,20
Glenn,2021-06-09,0,0,0,47,0,0,0
Sonoma,2021-06-09,9,0,9,629,0,0,20
Tuolumne,2021-06-09,1,0,1,72,0,0,4
Monterey,2021-06-09,4,1,5,724,0,0,22
Tulare,2021-06-09,10,5,15,667,0,0,20
Siskiyou,2021-06-09,2,0,2,56,0,0,6
Orange,2021-06-09,53,6,59,5849,14,0,258
Sutter,2021-06-09,0,0,0,14,0,0,0
Santa Barbara,2021-06-09,6,1,7,603,2,0,34
Santa Clara,2021-06-09,46,10,56,3041,15,0,62
Solano,2021-06-09,14,9,23,554,5,0,18
Fresno,2021-06-09,51,11,62,1540,10,2,23
Stanislaus,2021-06-09,59,8,67,1306,10,0,26
Calaveras,2021-06-09,0,0,0,33,0,0,5
San Joaquin,2021-06-09,39,10,49,898,8,1,16
Kings,2021-06-09,6,0,6,98,1,0,1
Marin,2021-06-09,2,6,8,336,0,0,15
Colusa,2021-06-10,3,0,3,48,0,0,5
Trinity,2021-06-10,0,0,0,25,0,0,0
San Benito,2021-06-10,0,0,0,25,0,0,0
Sutter,2021-06-10,0,0,0,14,0,0,0
Santa Barbara,2021-06-10,6,0,6,603,2,0,28
Napa,2021-06-10,3,0,3,209,2,0,7
San Joaquin,2021-06-10,37,5,42,886,8,0,17
Lassen,2021-06-10,3,0,3,25,0,0,0
Tulare,2021-06-10,9,4,13,673,0,0,5
Mendocino,2021-06-10,7,0,7,92,2,0,5
Fresno,2021-06-10,50,14,64,1513,8,3,26
Sonoma,2021-06-10,10,1,11,639,1,0,20
Tehama,2021-06-10,4,0,4,59,1,0,1
Imperial,2021-06-10,3,0,3,236,2,0,7
Santa Clara,2021-06-10,44,11,55,3052,16,2,64
Sacramento,2021-06-10,63,13,76,2560,20,0,84
San Francisco,2021-06-10,17,7,24,2162,3,2,87
Tuolumne,2021-06-10,2,0,2,72,0,0,4
Orange,2021-06-10,56,10,66,5820,14,0,241
San Diego,2021-06-10,78,9,87,6460,20,1,267
Mariposa,2021-06-10,0,0,0,14,0,0,0
Amador,2021-06-10,1,0,1,53,1,0,1
Madera,2021-06-10,5,11,16,278,0,0,2
Marin,2021-06-10,1,6,7,333,0,0,19
San Bernardino,2021-06-10,41,15,56,3527,15,3,117
Nevada,2021-06-10,5,0,5,119,1,0,1
Monterey,2021-06-10,4,0,4,724,0,0,25
Placer,2021-06-10,29,12,41,799,7,1,18
Mono,2021-06-10,0,0,0,17,0,0,2
Kings,2021-06-10,7,0,7,108,1,0,1
Santa Cruz,2021-06-10,4,0,4,372,1,0,7
El Dorado,2021-06-10,2,0,2,190,0,0,8
San Mateo,2021-06-10,9,8,17,683,1,1,26
Butte,2021-06-10,9,0,9,451,3,0,11
Del Norte,2021-06-10,1,0,1,53,0,0,1
Calaveras,2021-06-10,0,0,0,33,0,0,5
Humboldt,2021-06-10,5,5,10,270,3,0,12
Riverside,2021-06-10,31,11,42,3256,6,1,110
San Luis Obispo,2021-06-10,4,1,5,460,0,0,22
Ventura,2021-06-10,17,2,19,1157,2,0,51
Contra Costa,2021-06-10,19,4,23,1280,11,0,39
Kern,2021-06-10,22,6,28,1127,5,0,54
Los Angeles,2021-06-10,236,81,317,19207,43,5,654
Siskiyou,2021-06-10,1,0,1,56,1,0,5
Lake,2021-06-10,0,0,0,64,0,0,1
Modoc,2021-06-10,0,0,0,12,0,0,0
Glenn,2021-06-10,0,0,0,47,0,0,0
Plumas,2021-06-10,0,0,0,35,0,0,0
Yolo,2021-06-10,0,1,1,125,1,0,5
Merced,2021-06-10,8,0,8,273,5,0,8
Alameda,2021-06-10,30,30,60,2451,4,8,89
Solano,2021-06-10,14,8,22,554,5,0,20
Shasta,2021-06-10,15,0,15,567,5,0,23
Stanislaus,2021-06-10,52,6,58,1300,11,1,31
Inyo,2021-06-10,1,0,1,29,0,0,2
Yuba,2021-06-10,14,0,14,261,2,0,3
Placer,2021-06-11,31,7,38,798,6,0,27
Sutter,2021-06-11,0,0,0,14,0,0,0
Tuolumne,2021-06-11,3,0,3,72,0,0,3
Sacramento,2021-06-11,60,15,75,2552,16,0,83
San Benito,2021-06-11,0,0,0,25,0,0,1
Colusa,2021-06-11,3,0,3,48,0,0,5
Glenn,2021-06-11,0,0,0,47,0,0,0
San Joaquin,2021-06-11,34,4,38,875,8,0,14
Lake,2021-06-11,0,0,0,64,0,0,0
Mendocino,2021-06-11,7,0,7,93,2,0,4
Solano,2021-06-11,11,6,17,572,5,0,18
Ventura,2021-06-11,14,3,17,1151,3,0,47
San Luis Obispo,2021-06-11,4,0,4,460,0,0,23
Contra Costa,2021-06-11,21,4,25,1277,9,2,33
Tulare,2021-06-11,10,5,15,667,0,0,26
